id,sponsor,venue,place,city/town,state/country,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
23669,WESTCHESTER POLO TEAM,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6.5X9;,,FRENCH & ENGLISH; PHOTO OF MOUNTED POLO PLAYER ON COVER;,1895-180,1895-11-14,Rockaway Polo Team,Dollars,$,complete,4,155
23674,THE CAMBRIDGE CREW,EDUC;,"LONDON, ENGLAND",LONDON,ENGLAND,FOLDER; ILLUS; 4X6;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED; MENU IN FRENCH; TOASTS LISTED;,1906-698,1906-09-08,The Cambridge Crew,,,complete,4,26
23682,RHODE ISLAND WOMEN'S CLUB,,TROCADERO,TROCADERO,,BOOKLET; COL; 5 X 6.25;,ANNIVERSARY;,PINK; BLUE CORD; SONGS AND SPEECHES;,1897-060,1897-02-18,Rhode Island Women's Club,,,complete,8,16
23685,SCIENTIFIC ALLIANCE OF NEW YORK,PROF;,HOTEL SAVOY,HOTEL SAVOY,,FOLDER; 5.25X8;,,FRENCH; TOASTS; SEPARATE SEATING PLAN INCLUDED AS COPY A;,1898-123,1898-03-16,Scientific Alliance Of New York,,,complete,4,17
23689,AMERICAN EMBASSY - US MINISTER LLOYD C.GRISCOM,GOV;,RIO DE JANEIRO,RIO DE JANEIRO,,BROADSIDE;EMBLEM;COL;3.75X6.5;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH;,1906-653,1906-07-30,U.S. Minister Lloyd C. Griscom,,,complete,2,12
23690,SOUTHERN BERKSHIRE SOCIETY OF NEW YORK,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER;5 X 7.25; ILLUS;,OTHER (ANNIV);,WILDFLOWER ILLUSTRATION; AFTER DINNER PROGRAM;,1895-030,1895-02-05,Southern Berkshire Society Of New York,,,complete,4,18
23693,ANCIENT & HONORABLE ARTILLERY COMPANY OF MASS.,MIL;,"BOSTON, MA",BOSTON,MA,FOLDER;ILLUS;5X6;,PATRIOTIC HOLIDAY;,,1894-041,1894-04-19,Ancient And Honorable Artillery Company Of Massachusetts,,,complete,4,35
23697,STANTON HOUSE,COMMERCIAL,"CHATTANOOGA,TN",CHATTANOOGA,TN,BROADSIDE; 5.5 X 8;,,,1901-253,1901-02-03,Stanton House,,,complete,2,43
23701,GALLATIN HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADIDE;COL;5.5X8.5;,DAILY;,ALL ITEMS PRICED ;,1907-869,1907-10-08,Gallatin Hotel,Dollars,$,complete,2,24
23706,HUDSON COUNTY GRAND JURY,SOC;,"JERSEY CITY, NJ",JERSEY CITY,NJ,FOLDER; 4X7;,COMPL; SEPTEMBER TERM,SATIN RIBBON TIED ON LEFT CORNER; LIST OF MEMBERS OF THE GRAND JURY;,1891-128,1891-12-08,Hudson County Grand Jury,,,complete,4,27
23707,PRINCE & PRINCESS OF WALES,GOV;,EN ROUTE FROM PORT VICTORIA TO TRONDHJEM ON BOARD H.M.Y.VICTORIA & ALBERT,EN ROUTE FROM PORT VICTORIA TO TRONDHJEM ON BOARD H.M.Y.VICTORIA & ALBERT,,BROADSIDE;ILLUS;COL;5X8;,TRAVELING FOR THE CORONATION OF KING HAAKON & QUEEN MAUD;,MENU IN FRENCH ALL HANDWRITTEN;,1906-530,1906-06-19,Prince & Princess Of Wales,,,complete,2,8
23712,BANK CLERKS' MUTUAL BENEFIT ASSOCIATION,PROF;,TROCADERO,TROCADERO,,BROADSIDE; ILLUS;COL;5 X 6;,,,1896-113,1896-05-22,Bank Clerks' Mutual Benefit Association,,,complete,2,11
23715,MOUNTAIN PARK HOTEL,COMMERCIAL,"HOT SPRINGS, NC",HOT SPRINGS,NC,BROADSHEET; ILLUS; COL; 4.50 X 9;,,SKETCH OF MOON & CLOUDS; SECOND COPY OF MENU.,1892-050,1892-04-05,Mountain Park Hotel,,,complete,2,32
23721,PHILADELPHIA NEWSPAPERS,PROF;,"PHILADELPHIA, PA",PHILADELPHIA,PA,BROADSIDE; 5.5 X 8.5;,CIMPL;,COCTAILS AND WINES WITH EACH COURSE; RED AND BLUE PRINT;,1906-511,1906-06-06,Philadelphia Newspapers,,,complete,2,20
23723,SOCIETY OF THE ARMY OF THE POTOMAC,PATR;,"PORTLAND,ME",PORTLAND,ME,2 CARDS;ILLUS COVER;5.5 X 8;,21ST ANNUAL MEETING,PROGRAM & LIST OF OFFICERS INCLUDED;,1890-075,1890-07-03,Society Of The Army Of The Potomac,,,complete,4,45
23724,AMERICAN-IRISH HISTORICAL SOCIETY,PROF;,SHERRY'S,SHERRY'S,,CARD;ILL;COL;3.75X6;,,MENU IN FRENCH;,1899-138,1899-01-19,American Irish Historical Society,,,complete,2,17
23738,NEW YORK ASSOCIATION OF OBERLIN ALUMNI,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6X6.5;,ANNIVERSARY;,"PHOTO OF OBERLIN COLLEGE ON COVER; PROGRAM, OFFICERS AND RECEPTION COMMITTEE LISTED;",1905-280,1905-04-14,New York Association Of Oberlin Alumni,,,complete,12,14
23742,USMA,MIL;,"NEW YORK, NY",NEW YORK,NY,4 PAGE BOOKLET;ILLUS COVER;RIBBON TRIM;6 X 8;,FAREWELL BANQUET,"MENU IN SPANISH;SEPARATE PAGES FOR OFFICERS,COMMITTEE & PROGRAM;",1890-073,1890-06-12,Usma,,,complete,12,25
23744,BRITISHSCHOOLS AND UNIVERSITIES CLUB OF NEW YORK,PATR;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 4 X 7;,ANNIVERSARY;,MENU IN FRENCH; TOASTS; MUSIC; BRITISH CREST AND FLAG;,1906-805,1906-11-09,British Schools And Universities Club Of New York,,,complete,16,19
23745,PENN. RR - PULLMAN DINING CAR SERVICE,POL;,EN ROUTE,EN ROUTE,,BROADSIDE; ILLUS; 5.25 X 7.5;,COMPLIMENTARY/TESTIMONIAL,,1899-616,1899-10-11,Pennsylvania Railroad Dining Car,,,under review,2,29
23746,AMEN CORNER,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; 12X16;,ANNIVERSARY;,WINES LISTED; MENU IS IN FORM OF A HUMOROUS NEWSPAPER; MEMBERS LISTED;,1907-197,1907-02-09,Amen Corner,,,complete,8,25
23748,MURRAY'S,COMMERCIAL,,,,CARD; 4.25 X 7.25;,,TABLE D'HOTE DINNER;,1907-839,1907-09-21,Murray's,,,complete,2,21
23750,CLAREMONT HOTEL,COMMERCIAL,,,,CARD; 6.25 X 9;,,PRICED MENU;,1893-086,1893-01-01,Hotel Claremont,Dollars,$,complete,2,99
23751,ST. STEPHEN'S PARISH,REL;,"PERTH AMBOY, NJ",PERTH AMBOY,NJ,CARD; 4.5 X 7;,COMPLIMENTARY/TESTIMONIAL,DINNER IN HONOR OF FIRST PASTORAL VISIT;,1895-101,1895-05-30,St. Stephen's Parish,,,under review,2,27
23755,CINCINNATI LODGE OF ELKS NO. 5,SOC;,"CINCINNATI, OH",CINCINNATI,OH,FOLDER; ILLUS; 5.5X8;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED WITH COURSE; PHOTO OF MR. MELVIN ON COVER;,1905-934,1905-12-02,Cincinnati Lodge Of Elks No. 5,,,complete,4,20
23759,DARTMOUTH ALUMNI ASSOCIATION OF BOSTON AND VICINITY,EDUC;,HOTEL VENDOME,HOTEL VENDOME,,FOLDER;ILL;COL;5X6.25;,ANNIVERSARY;,RAISED DARTMOUTH EMBLEM ON FRONT COVER;NAMES LISTED,1900-365,1900-01-17,Dartmouth Alumni Association Of Boston And Vicinity,,,complete,4,28
23765,NEW YORK PRESS CLUB,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 4.75 X 7;,COMPLIMENTARY/TESTIMONIAL,WINES; PHOTO OF GEN. AGNUS ON COVER;,1895-149,1895-09-05,New York Press Club,,,complete,4,23
23766,ST. SAUVEUR,COMMERCIAL,"BAR HARBOR, ME",BAR HARBOR,ME,CARD; 4.5X6.75;,,SPON AND PL NOTED BY FEB;,1905-679,1905-08-25,St. Sauveur,,,complete,2,23
23768,BALTIMORE & OHIO RAILROAD COMPANY-FREIGHT TRAFFIC OFFICERS,PROF;,"ST.LOUIS,MO",ST. LOUIS,MO,BOOKLET;ILLUS;COL; 6.25X9;,SEMI-ANNUAL;,WINES FOR EACH COURSE;LIST OF GUESTS;DECORATED PAPER USED FOR COVER OF MENU;,1906-514,1906-06-08,Baltimore & Ohio Railroad Company Freight Traffic Officers,,,complete,8,33
23771,BALTIMORE LUMBER EXCHANGE MERCHANTS CLUB,PROF;,"BALTIMORE, MD",BALTIMORE,MD,FOLDER; COL; 5.75 X 8.25;,ANNIVERSARY;,CHAMPAGNE; MENU PRINTED ON WOOD; LOGO;,1905-969,1905-12-12,Baltimore Lumber Exchange Merchants Club,,,complete,4,16
23775,PRINCETON ALUMNI ASSOCIATION OF PHILADELPHIA,EDUC;,"PHILADELPHIA,PA",PHILADELPHIA,PA,BOOKLET; RIBBON TRIM; ILLUS;5.25 X 6.5;,ANNUAL,LIST OF SPEAKERS & MEMBERS INCLUDED;,1898-070,1898-02-08,Princeton Alumni Association Of Philadelphia,,,complete,12,14
23776,FLUSHING INSTITUTE ASSOCIATION,GOVT;,"FLUSHING, NY",FLUSHING,NY,FOLDER; ILLUS; 5.6X8;,ANNIVERSARY;,PHOTOGRAPH OF INSTITUTE AT TOP OF MENU;,1906-207,1906-02-21,Flushing Institute Association,,,complete,4,21
23778,MILITARY ORDER OF THE LOYAL LEGION OF THE U.S. COMMANDERY OF MINNESOTA,PATR;,"MINNEAPOLIS, MN",MINNEAPOLIS,MN,BOOKLET; ILLUS; COL; 5 X 7;,OTHER (ANNIV),PICTURE OF LINCOLN; RED WHITE AND BLUE MEDAL; MUSIC AND TOASTS;,1895-034,1895-02-12,Military Order Of The Loyal Legion Of The U.S. Commandery Of Minnesota,,,complete,8,16
23780,WILEY & HASKELL,COMMERCIAL,"ALBANY,NY",ALBANY,NY,CARD; ILL; 5.5X7.25;,RELIGIOUS HOLIDAY,ILLUSTRATED BY TWO BIRDS ON EITHER SIDE OF A RIBBONED WISHBONE;,1893-043,1893-04-02,Stanwix Hall,,,complete,2,44
23787,NEW YORK HERALD,PROF;,"HAVANA, CUBA",HAVANA,CUBA,FOLDER; ILLUS; COL; 3.5 X 6.5;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED; MENU IN FRENCH; GRAY STOCK WITH PINK PLUSH ROSE; SEPARATE PLACE CARD FOR MINISTER MORGAN WITH FEATHERED BIRD; EVENT NOTED BY FEB;,1907-383,1907-04-13,New York Herald,,,complete,4,17
23790,NEW HAVEN COMMERCIAL TRAVELERS' ASSOCIATION,PROF;,"NEW HAVEN, CT",NEW HAVEN,CT,FOLDER; ILLUS; 4.5 X 7.5;,ANNIVERSARY;,ORNAMENTAL BORDER; SPEECHES AND MUSIC;,1907-071,1907-01-12,New Haven Commercial Travelers' Association,,,complete,4,18
23801,THE WINDSOR,COMMERCIAL,"MONTREAL, CANADA",MONTREAL,CANADA,FOLDER; ILLUS; 5 X 5.5;,,"ILLUS. OF TUREEN, WINE, FLOWERS; WINE LIST; MEAL HOURS; 2 COPIES;",1891-094,1891-09-14,The Windsor,Canadian Dollars,C$,complete,4,150
23802,SUPERINTENDENT INSPECTORS AND CAPTAINS OF POLICE OF NEW YORK CITY,PROF,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILL; COL; 5X7.5,ANNUAL DINNER,MENU IN FRENCH; MEMBERS LISTED,1891-008,1891-01-26,Superintendent Inspectors And Captains Of Police Of New York City,,,complete,4,24
23806,MILLBROOK?,,?,,,CARD; ILL; 5.25X6.5,,MENU IN FRENCH;,1890-053,1890-04-07,Millbrook?,,,complete,2,27
23815,HOMEOPATHIC MEDICAL SOCIETY OF THE COUNTY OF KINGS,PROF;,"BROOKLYN, NY",BROOKLYN,NY,BOOKLET; ILLUS; 5.5 X 8.5;,ANNIVERSARY;,CHAMPAGNE; PORTRAIT ON COVER;,1907-850,1907-09-26,Homeopathic Medical Society Of The County Of Kings,,,complete,8,17
23825,MR. SHIUZO ISUKAHARA,GOVT;,"WASHINGTON, D.C.",WASHINGTON,D.C.,CARD;ILLUS.IN COLOR; 5.5 X 6.75;,IMPERIAL DEPARTURE OF JAPAN,INCLUDES WINES; HANDWRITTEN LIST OF GUESTS BEING HONORED ON THE BACK;,1889-099,1889-12-20,Mr. Shiuzo Isukahara,,,complete,2,24
23831,CHRYSANTHEMUM CLUB,[SOC?];,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 4.5X7;,COMPLIMENTARY/TESTIMONIAL,"MENU WRITTEN IN FORM OF PRESCRIPTION: HOTEL LISTED AS ""DISPENSING CHEMIST;""",1898-375,1898-12-03,Chrysanthemum Club,,,complete,2,23
23832,GRAND JURY SEPTEMBER TERM,GOVT;,"JERSEY CITY, NJ",JERSEY CITY,NJ,BOOKLET; ILLUS; 5.5 X 7;,OTHER (SOC);,WINES; PORTRAIT ON COVER; BLUE RIBBON; MEMBERS LISTED;,1898-400,1898-12-14,Grand Jury September Term,,,complete,4,29
23835,"SHOE MANUFACTURERS ASSOCIATION OF NEW YORK CITY, THE",PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; 6 X 9;,ANNIVERSARY (?);,MENU IN FRENCH; TOASTS;,1906-174,1906-02-15,"Shoe Manufacturers Association Of New York City, The",,,complete,8,29
23842,COMRADES AND FRIENDS OF GENERAL MICHAEL KIRWIN,OTHER (PRIVATE);,HOFFMAN HOUSE,HOFFMAN HOUSE,,BOOKLET;ILLUS;COL;5X7.5;,COMPLIMENTARY/TESTIMONIAL,WINES SERVED;TOASTS LISTED;,1897-193,1897-06-17,Comrades And Friends Of General Michael Kirwin,,,complete,8,40
23848,S.S. AMSTERDAM,,,,,CARD;ILLUS; HANDWRITTEN; 3X6;,,MULTI LANGUAGE,1882-032,1892-06-06,S.S. Amsterdam,,,complete,2,8
23857,FORDAM CLUB,EDUC;,,,,FOLDER; ILLUS; COL; 8.6X10.25;,ANNIVERSARY;,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; TOASTS (EACH ENTRY FOLLOWED BY LITERARY QUOTATION); CLUB OFFICERS AND DINNER COMMITTEE LISTED; RIBBON ATTACHMENT;,1906-212,1906-02-21,Fordham Club,,,complete,12,29
23860,FOOD AND COOKERY MAGAZINE,COMMERCIAL,"LONDON, ENGLAND",LONDON,ENGLAND,CARD; COL; ILLUS; 4.5 X 7;,ANNIVERSARY (?);,"MENU IN FRENCH; MENU IN MAROON WITH ART DECO ILLUSTRATION, PROBABLY A FACSIMILE OF A MAGAZINE COVER;",1906-499,1906-05-31,Food And Cookery (Magazine),,,complete,2,9
23871,PATRIA CLUB OF NEW YORK,PATR;,"NEW YORK, NY",NEW YORK,NY,FOLDER; COL; ILLUS; 5.5 X 7;,ANNIVERSARY;,EMBOSSED AMERICAN FLAG ON COVER;,1905-261,1905-04-07,Patria Club Of New York,,,complete,8,16
23872,CONGRESS OF ITALIAN ENGINEERS AND ARCHITECTS,PROF;,"MILAN, ITALY",MILAN,ITALY,CARD; 5.5X7.75;,[ANNIV?];,WINES LISTED; MENU IN ITALIAN;,1906-723,1906-09-26,Congress Of Italian Engineers And Architects,,,complete,2,16
23877,BELLECLAIRE CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5.6X8.6;,,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; [PLACE INFO SUPPLIED BY FEB]; PHOTOGRAPH ON COVER OF YOUNG WOMAN WITH ELABORATE HAIRDO; SILVER DECORATION;,1906-350,1906-03-31,Belleclaire Club,,,complete,4,29
23885,BROOKLYN DEMOCRATIC CLUB,POL;,"""THE ARGYLE""","""THE ARGYLE""",,BROADSIDE; 3.75X6;,ANNIVERSARY;,,1898-151,1898-04-16,Brooklyn Democratic Club,,,complete,2,18
23888,GILLESPIE'S RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILL; COL; 7.5X10,,CENTENNIAL CELEBRATION FLAGS; NOTE ON BACK PRESENTED BY ROD S. DECKER;,1889-041,1889-04-29,Gillespie's Restaurant,Dollars,$,complete,4,264
23895,BASS ROCK HOTEL,COM,"GLOUCESTER,MA",GLOUCESTER,MA,FOLDER; 4X5,PATRIOTIC HOLIDAY,"HANDWRITTEN ""GIFT OF W.C.GREEN""ON FRONT COVER,GLOUCESTER, MASS JON MENU CARD",1888-059,1888-07-04,Bass Rock Hotel,,,complete,4,38
23896,SHEET METAL WARE MANUFACTURERS,PROF;,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; COL; 5.5 X 7.25;,ANNIVERSARY;,"WINES WITH EACH COURSE; MENU IN FRENCH; ILLUSTRATION OF ""BATHING BEAUTY:""",1907-406,1907-04-17,Sheet Metal Ware Manufacturers,,,complete,2,20
23900,GRAND LODGE OF NORWAY,SOC;,"CHRISTIANIA, NORWAY",CHRISTIANIA,NORWAY,FOLDER; 3.75X5.75;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH; MUSIC PROGRAM; SPON AND EVNT NOTED BY FEB;,1908-110,1908-02-02,Grand Lodge Of Norway,,,complete,4,9
23906,SQUADRON A,MIL;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 4.75 X 7;,ANNIVERSARY;,FRENCH; PHOTO OF OFFICER ON COVER; DRAWING OF ARMORY;,1898137,1898-04-02,Squadron A,,,complete,4,23
23910,J.EDWARD SIMMONS?,,UNIVERSITY CLUB,UNIVERSITY CLUB,,CARD;ILLUS;4.5X6.5;,COMPLIMENTARY/TESTIMONIAL,SPONSOR AND EVENT HANDWRITTEN ON BACK IN PENCIL;FRENCH MENU;MONOGRAM;,1900-5003,1900-12-12,J. Edward Simmons,,,complete,2,17
23913,HOTEL LINCOLN,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 7.0X12.0;,,PRICE MENU; PRICED WINE LIST;,1900-470,1900-01-23,Hotel Lincoln,Dollars,$,complete,4,549
23917,HOTEL ST. JAMES,COMMERCIAL,"BRADFORD, PA",BRADFORD,PA,FOLDER; ILLUS; COLOR; 4.5 X 6.5;,SECULAR HOLIDAY;,"ILLUS. GOLD EMBOSSED, BARN DOOR WITH HANGING TURKEY;",1899-789,1899-11-30,Hotel St. James,,,complete,4,37
23923,CHAMBRE DE COMMERCE FRANCAISE DE NEW YORK,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER;PHOTO OF LOCOMOTIVE;8X10;,COMPLIMENTARY/TESTIMONIAL,INVITATION & MENU ALL IN FRENCH;,1905-325,1905-04-30,Chambre De Commerce Francaise De New York,,,complete,4,19
23924,FRIENDS OF E.C.STANTON AND ANTON SEIDL,,LIEDERKRANZ HALLE,LIEDERKRANZ HALLE,,FOLDER; COLOR; ILLUS; 5.5 X 8;,COMPLIMENTARY/TESTIMONIAL,GREEN;  WINE AND GAME MOTIF ON COVER; OPERATIC NAMES FOR MENU ITEMS; GEMAN;,1891-035,1891-04-02,Friends Of E.C.Stanton And Anton Seidl,,,complete,4,13
23944,ROYAL ARMY MEDICAL COLLEGE,EDUC;,"LONDON, ENGLAND",LONDON,ENGLAND,CARD; 4.5X7.5;,,MENU IN FRENCH;,1905-757,1905-10-17,Royal Army Medical College,,,complete,2,17
23945,HOLLY INN,COMMERCIAL,"PINEHURSSST, NC",PINEHURSSST,NC,BROADSIDE; ILLUS; 5 X 7;,,,1901-123,1901-01-19,Holly Inn,,,complete,2,48
23947,MR. THOMAS W.WILSON,SOC;,"BUFFALO,NY",BUFFALO,NY,BOOKLET;6X9.75;,OTHER [BACHELOR PARTY];,PAGE FOR AUTOGRAPHS;,1905-700,1905-09-13,Mr. Thomas W.Wilson,,,complete,4,21
23952,REGIMENTS VON HORN,MIL.,,,,CARDS; COL; ILLUS; 9 X 13;,OTHER (ANNIVERSARY?),GERMAN; SOLDIER; BATTLES; ORNAMENTAL BORDERS; 3 CARDS;,1890-050,1890-03-25,Regiments Von Horn,,,complete,6,22
23959,LEINSTER REGIMENT,MIL;,"LONDON, ENGLAND",LONDON,ENGLAND,FOLDER; 4X6.25;,ANNIVERSARY;,WINES LISTED; MENU IN FRENCH;,1906-483,1906-05-24,Leinster Regiment,,,complete,4,24
23960,ST.GEORGE'S SOCIETY OF NEW YORK,RELIG;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILL;COL;5.5X7.25;,,EMBLEM;TOASTS;SONG WORDS PRINTED;,1901-980,1901-04-23,St.George's Society Of New York,,,complete,12,22
23972,PROVIDENCE LINE,COMMERCIAL,STEAMER RHODE ISLAND,STEAMER RHODE ISLAND,,BROADSHEET; ILLUS; COL; 11X8.5;,,INCLUDES PRICED WINE LIST;,1899-627,1899-10-17,Providence Line,Dollars,$,complete,2,299
23973,ROANOKE ASSOCIATES,PATR;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILL;COL;6X9;,ANNIVERSARY;,"MENU ITEMS ON DIFFERENT PAGES;WINES SERVED;BATTLE ILLUSTRATIONS,MAP OF OPERATIONS AT ROANOKE ISLAND,PROGRAM,NAMES,SONGS,POEMS LISTED;",1897-040,1897-02-08,Roanoke Associates,,,complete,10,30
23976,W.B.VEIRS ESQ.,OTHER;(PERSONAL);,MELBOURNE,MELBOURNE,,FOLDER;ILL;COL;3.5X4.5;,COMPLIMENTARY/TESTIMONIAL,"FRENCH MENU WITH SEVERAL ITEMS ""A LA"" STATES OF THE US;",1899-552,1899-08-19,W.B.Veirs Esq.,,,complete,3,11
23980,SOUTH BROOKLYN BOARD OF TRADE,PROF;,"BROOKLYN, NY",BROOKLYN,NY,FOLDER; ILLUS; COL; 4.5X6;,ANNUAL;,OFFICERS & DINNER COMMITTEE MEMBERS LISTED;,1906-157,1906-02-12,South Brooklyn Board Of Trade,,,complete,8,23
23982,INITIALS L.S AND M.E.S.,,"NEW YORK, NY",NEW YORK,NY,CARD; DECORATED; 4.25X7;,,FRENCH; BORDERED WITH SILK FRINGE; FRENCH; ENCLOSED IN WHITE PAPER;,1888-038,1888-04-11,Initials L.S And M.E.S.,,,complete,1,27
23985,NEW ROCHELLE BOARD OF TRADE,,"NEW ROCHELLE, NY",NEW ROCHELLE,NY,BROADSIDE; COL;3.75X5.75;,,,1899-394,1899-04-28,New Rochelle Board Of Trade,,,complete,2,17
23993,RAFAEL PEON Y LOZA,OTHER;(PERSONAL);,"NEW YORK, NY",NEW YORK,NY,FOLDER;ILL;COL;5.5X7;,COMPLIMENTARY/TESTIMONIAL,CROSSED US AND MEXICAN FLAGS;WINES SERVED;FRENCH MENU;,1899-551,1899-08-17,Rafael Peon Y Loza,,,complete,4,30
24005,MANN FANG LOWE CO.,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 3.5 X 5.5,,PRICED CHINESE MENU; DRAWING OF RESTAURANT ON COVER; RED PRINT; DATE NOTED BY FEB;,1905-260,1904-04-19,Mann Fang Lowe Co.,Dollars,$,complete,4,49
24014,DOBBELTSKRUE POSTDAMPSKIBET,COMMERCIAL,"ON BOARD ""C.F. TIETGEN""","ON BOARD ""C.F. TIETGEN""",,FOLDER; ILLUS; COL; 4X6.25;,,MENU IN SWEDISH AND ENGLISH; MUSIKPROGRAM ON BACK COVER; SHIPPING SEAL AND FLAGS ON COVER;,1906-960,1906-12-18,Dobbeltskrue Postdampskibet,,,complete,4,20
24020,PROFESSOR JOHN W. BURGESS ?,,"NEW YORK, NY",NEW YORK,NY,CARD;4.5X6,,"ABOVE INFORMATIN HANDWRITTEN ON BACK OF CARD,ATTCHED CARD WITH NAME MR. FORD WRITTEN MAY BE A PLACE CARD,YEAR HANDWRITTEN",1885-030,1885-12-17,Professor John W. Burgess ?,,,complete,2,24
24022,NATIONAL ARTS CLUB MEMBERS,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; COL; ILLUS; 6.5X 10.25;,COMPLIMENTARY/TESTIMONIAL,GREEN STOCK COVER; CLASSICALLY DRESSED WOMAN;,1908-064,1908-01-22,National Arts Club Members,,,complete,4,18
24024,UNITED STATES SHIP VERMONT,NAV;,ABOARD,ABOARD,,CARD; 4 X 6;,,MUSIC;,1907-968,1907-11-14,United States Ship Vermont,,,complete,2,18
24026,HORNE MARKET? CLUB,SOC;,"BOSTON, MA",BOSTON,MA,CARD; 3.5X5.5;,[ANNIV?];,WINES LISTED WITH COURSE; MENU COMBINATION OF FRENCH AND ENGLISH; NAME OF CLUB HANDWRITTEN ON TOP OF MENU;,1905-718,1905-09-28,Home Market Club,,,complete,2,26
24030,CENTRAL AMERICAN PEACE DELEGATES,GOVT;,"WASHINGTON, D.C.",WASHINGTON,D.C.,CARD; 4.25 X 6.25;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED;,1907-962,1907-11-10,Central American Peace Delegates,,,complete,2,18
24033,THE COMMERCIAL CLUB&THE MERCHANTS CLUB OF THE BEACON SOCIETY,PROF;,"BOSTON,MA",BOSTON,MA,FOLDER;SCALLOPED EDGE;RIBBON TRIM;4.50X7;,[COMPL];,,1884-23,1884-12-13,The Commercial Club&The Merchants Club Of The Beacon Society,,,complete,4,33
24038,STAFF & OFFICERS OF THE INFANTRY & CAVALRY SCHOOL,MIL;,"FORT LEAVENWORTH,KS",FORT LEAVENWORTH,KS,BOOKLET;COL;8.5X10.75;,COMPLIMENTARY/TESTIMONIAL,PHOTO OF HONORED GUESTS;LIST OF SPEAKERS;,1906-312,1906-03-17,The Staff & Student Officers of the Infantry and Cavalry School Signal School and Staff College,,,complete,10,16
24039,WISCONSIN SOCIETY - SONS OF THE AMERICAN REVOLUTION,PATR;,"MILWAUKEE,WI",MILWAUKEE,WI,BOOKLET;ILLUS;COL;4.5X9.5;,ANNIVERSARY;,WINES LISTED; PROGRAM NOTED;,1907-552,1907-05-29,Wisconsin Society   Sons Of The American Revolution,,,complete,8,20
24040,NORTH WESTERN RR LINE,COMMERCIAL,ENROUTE CHICAGO TO ST. PAUL & DULUTH;,ENROUTE CHICAGO TO ST. PAUL & DULUTH,,BOOKLET; ILLUS; COL; 5.5 X 7.5;,RELIG HOLIDAY;,SEPARATE LIST OF WINES & PRICES;,1899-878,1899-12-25,North-Western Line,Dollars,$,complete,8,77
24046,BOA VISTA HOTEL,COMMERCIAL,MACAO,MACAO,,BROADSIDE;5.25X9.5;,DAILY,HANDWRITTEN ITEMS WITHIN PRINTED CATEGORIES;,1899-278,1899-03-26,Boa Vista Hotel,,,complete,2,14
24053,THE NEW YORK LIBRARY CLUB,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 5X8;,COMPLIMENTARY/TESTIMONIAL,"EACH COURSE AND EACH ENTRY FOLLOWED BY MANY LITERARY QUOTATIONS; MENU IN FRENCH; SKETCH OF OWL, BOOK & SCEPTER ON COVER",1895-007,1895-01-11,The New York Library Club,,,complete,4,15
24058,FALMOUTH HOTEL,COMMERCOA;,"PORTLAND, ME",PORTLAND,ME,BOOKLET;3 1/2X7,,"O.M.SHAW & SON,PROPS.",1880-024,1880-10-21,Falmouth Hotel,,,complete,4,61
24060,THE LAMBS,PROF;,,,,FOL; ILLUS; 4.5 x 7;,[COMPL?];,SKETCH OF JOHN GILBERT ON COVER; MR. JOHN GILBERT'S REPERTOIRE ON BACK COVER; FRENCH,1888-022,1888-02-26,The Lambs,,,complete,3,17
